ID	course_code	SUBJ_DESC	COLL_DESC	DEPT_DESC	Long_Title	COURSE_DESC	Related_To_Data_Science
1465	STA-667	Statistics	College of Arts and Sciences	Mathematics and Statistics	Statistical Consulting	Statistical consultation on a doctoral or master's research. Access to the Statistical Consulting Center. Students are required to attend the initial class meeting during the beginning of the semester.	0
1466	STA-668	Statistics	College of Arts and Sciences	Mathematics and Statistics	Consulting Experience	Development of consulting skills through reading and discussion of literature on statistical consulting and participation in statistical consulting sessions.	0
1467	STA-670	Statistics	College of Arts and Sciences	Mathematics and Statistics	Categorical Data Analysis	Methods for analyzing dichotomous, multinomial and ordinal responses. Measures of association; inference for proportions and contingency tables; generalized linear models including logistic regression and loglinear models.	0
1468	STA-671	Statistics	College of Arts and Sciences	Mathematics and Statistics	Multivariate Analysis	Multivariate normal distribution. Cluster analysis, discriminant analysis, canonical correlation, principal component analysis, factor analysis, multivariate analysis of variance. Use and interpretation of relevant statistical software.	1
1469	STA-673	Statistics	College of Arts and Sciences	Mathematics and Statistics	Statistical Linear Models I	Abstract vector spaces, inner product spaces, projections, the Spectral Theorem, least squares, multiple regression, ANOVA, multiple comparisons, data analysis.	1
1470	STA-674	Statistics	College of Arts and Sciences	Mathematics and Statistics	Statistical Linear Models II	Abstract vector spaces, inner product spaces, projections, the Spectral Theorem, least squares, multiple regression, ANOVA, multiple comparisons, data analysis.	1
1471	STA-675	Statistics	College of Arts and Sciences	Mathematics and Statistics	Advanced Experimental Design	Topics include factorials and fractional factorials, incomplete block designs, split-plot and repeated measures, random and mixed effects models, crossover designs, response surface designs, power analysis.	0
1472	STA-676	Statistics	College of Arts and Sciences	Mathematics and Statistics	Sample Survey Methods	Survey methods for students from any discipline. Random, stratified, cluster, multi-stage and other sampling schemes. Estimation of population means, variances, and proportions. Questionnaire design and analysis.	1
1473	STA-677	Statistics	College of Arts and Sciences	Mathematics and Statistics	Advanced Topics in Data Analysis and Quantitative Methods	Topics vary according to interest and demand. Quantitative methods not normally covered in detail in other statistics courses. Topics may be selected from psychometrics, econometrics, biometrics, sociometrics, quantitative epidemiology.	1
1474	STA-682	Statistics	College of Arts and Sciences	Mathematics and Statistics	Theory of Time Series	Examples of time series; objectives in time series modeling; theory and applications of linear and non-linear time series models; ARMA/ARIMA/ARCH/GARCH models; time series modeling using computer packages.	1
1475	STA-690	Statistics	College of Arts and Sciences	Mathematics and Statistics	Graduate Seminar	Development of presentation skills through reading, discussions, and presentation of current research topics in applied statistics.	0
1476	STA-691	Statistics	College of Arts and Sciences	Mathematics and Statistics	Actuarial Exam Preparation Seminar	Topics vary according to interest and demand. Intended to help prepare for the P/1, FM/2, or MLC exam.	0
1477	STA-698	Statistics	College of Arts and Sciences	Mathematics and Statistics	Project in Statistics	Directed research project in statistics.	0
1478	STA-701	Statistics	College of Arts and Sciences	Mathematics and Statistics	Seminar in Computational Statistics	Readings from the literature in Computational Statistics.	0
1479	STA-703	Statistics	College of Arts and Sciences	Mathematics and Statistics	Topics in High Dimensional Data Analysis	Advanced study in special topics in statistical data analysis with large scale data sets. The course may be repeated up to 9 hours as topics vary.	1
1480	STA-709	Statistics	College of Arts and Sciences	Mathematics and Statistics	Topics in Computational Statistics	Advanced study in special topics in Computational Statistics.	0
1481	SWK-505	Social Work	Health and Human Sciences	Social Work	Environmental Justice: Interdisciplinary Response for Sustainability	Interdisciplinary exploration of models that address social, economic, environmental justice concerns and their impact on community, economic, and environmental sustainability.	0
1482	SWK-510	Social Work	Health and Human Sciences	Social Work	Selected Topics in Social Work	Opportunity for students to study in depth topic of special interest.	0
1483	SWK-551	Social Work	Health and Human Sciences	Social Work	Special Problems in Social Work	Intensive, independent study of specialized topics.	0
1484	SWK-555	Social Work	Health and Human Sciences	Social Work	Substance Abuse and Social Work Practice	Introduction to the issues of substance abuse and addiction and their impact on clients and their families. Social work assessment and intervention methods will be taught.	0
1485	SWK-570	Social Work	Health and Human Sciences	Social Work	Social Services for the Aging	Systematic study of social work approaches to providing services to the aging. Focus on current policies, services, and models of practice.	0
1486	SWK-579	Social Work	Health and Human Sciences	Social Work	Gender and Peacebuilding	Examines the role of gender, sex, diversity, and power relations in the creation and resolution of conflict and building of peace.	0
1487	SWK-582	Social Work	Health and Human Sciences	Social Work	School Social Work	Examination and understanding of school social work services with emphasis on professional standards, cultural sensitivity, accountability, and program planning.	0
1488	SWK-584	Social Work	Health and Human Sciences	Social Work	Social Services for Children	Designed for practitioners and students to provide knowledge for working with children and to teach strategies, techniques, and skills for effective treatment.	0
1489	SWK-600	Social Work	Health and Human Sciences	Social Work	Field Instruction and Seminar I	Application of theories and concepts to professional social work practice within a field agency. Seminar assists students to integrate theory and classroom learning into agency practice.	0
1490	SWK-608	Social Work	Health and Human Sciences	Social Work	Field Instruction and Seminar II	Application of theories and concepts to professional social work practice within a field agency. Seminar assists students to integrate theory and classroom learning into agency practice.	0
1491	SWK-609	Social Work	Health and Human Sciences	Social Work	Family Theory and Intervention	Introduction to family treatment.  Course will include assessment and intervention with families using the structural, strategic, solution-focused, object relations and narrative theoretical intervention approaches.	0
1492	SWK-618	Social Work	Health and Human Sciences	Social Work	Social Work and Social Justice	This course will teach knowledge and skills students need for social justice work, including advocacy and community organization, within the scope of multicultural clinical practice.	0
1493	SWK-619	Social Work	Health and Human Sciences	Social Work	Foundations of Clinical Social Work Practice	Introduction to clinical practice theories and skills including human development and personality theories, strength-based perspectives, and an overview of diagnosis and assessment in the service planning process.	0
1494	SWK-621	Social Work	Health and Human Sciences	Social Work	Foundations of Social Work and Social Policy	Explores the history and development of social welfare institutions and social work. Examines the relationships between social problems, social policies, and social work practice from historical and contemporary perspectives.	0
1495	SWK-622	Social Work	Health and Human Sciences	Social Work	Social Work Practice with Individuals	Introduction to direct social work practice. Students gain knowledge, skills and values necessary to provide a wide scope of developmental, preventive and therapeutic services to individuals.	0
1496	SWK-623	Social Work	Health and Human Sciences	Social Work	Social Work with Groups	Designed to teach group process and strategies, techniques, and skills for working with groups such as support groups and task groups in human services settings.	0
1497	SWK-624	Social Work	Health and Human Sciences	Social Work	Social Work Practice and Human Diversity	Examines cultural and social diversity; addresses theoretical and practical dimensions of social work practice with oppressed people of color, women, the aged, the sexually diverse, and the physically disabled.	0
1498	SWK-626	Social Work	Health and Human Sciences	Social Work	Social Work Research Methods	Research methodology as it relates to the professional practice of social work. Examines quantitative and qualitative methods as means for solving social problems.	1
1499	SWK-631	Social Work	Health and Human Sciences	Social Work	Social Work with Individuals: Theory and Practice	Social work assessment and intervention with individuals, including application of developmental theory, personality theories, diagnostic classifications, and social work ethical principles and practice theories.	0
1500	SWK-632	Social Work	Health and Human Sciences	Social Work	Social Work with Families and Groups	Theories related to group and family dynamics and functioning and social work assessment and intervention with families and groups from a multicultural clinical perspective.	0
1501	SWK-634	Social Work	Health and Human Sciences	Social Work	Research Designs and Data Analysis for Social Work Practice	Advanced skills in (a) conceptualizing research problems, (b) completing research in the social work domains: needs assessment, program evaluation, and single subject research, and (c) using inferential skills for data analysis.	0
1502	SWK-640	Social Work	Health and Human Sciences	Social Work	Field Instruction III	Application of theories and concepts to the role of a professional social work practitioner within a field agency.  Taken concurrently with SWK 641 Field Seminar III.	0
1503	SWK-641	Social Work	Health and Human Sciences	Social Work	Field Seminar III	Field seminar to be taken concurrently with SWK 640 Field Instruction III; assists student to integrate theory and classroom knowledge into their agency field practice.	0
1504	SWK-644	Social Work	Health and Human Sciences	Social Work	Organizational Context of Clinical Social Work Practice	Focuses on a range of organizational and professional issues social workers encounter as clinicians, service providers, and administrators in diverse clinical settings, with emphasis on culturally responsive social work practice.	0
1505	SWK-647	Social Work	Health and Human Sciences	Social Work	Field Instruction IV	Application of theories and concepts to the role of a professional social work practitioner within a field agency.	0
1506	SWK-648	Social Work	Health and Human Sciences	Social Work	Field Seminar IV	Field seminar to be taken concurrently with SWK 647 Field Instruction IV; assists students to integrate theory and classroom knowledge into their agency field practice.	0
1507	SWK-650	Social Work	Health and Human Sciences	Social Work	Clinical Assessment in Social Work	Skill-building for competency-based assessment and diagnosis using a biopsychosocial social work framework to assess client strengths and disorders.	0
1508	SWK-651	Social Work	Health and Human Sciences	Social Work	Advanced School Social Work	Skill-building for social work practice in the schools with emphasis on culturally sensitive student assessment and intervention, and professional standards and accountability.	0
1509	SWK-652	Social Work	Health and Human Sciences	Social Work	Advanced Clinical Social Work Practice I	The first of two advanced level courses in clinical social work practice, this course will focus on building competencies in clinical assessment and diagnosis of mental and substance abuse disorders.	0
1510	SWK-653	Social Work	Health and Human Sciences	Social Work	Advanced Clinical Social Work Practice II	This second advanced clinical practice course will focus on expanding competencies in clinical assessment and diagnosis of mental and substance abuse disorders, as well as applying culturally responsive clinical interventions.	0
1511	SWK-654	Social Work	Health and Human Sciences	Social Work	Special Topics in Social Work	Opportunity for students to study in depth topic of special interest. JMSW students only or with permission of instructor. Course may be repeated for a maximum of 6 credit hours.	0
1512	SWK-851	Social Work	Health and Human Sciences	Social Work	Foundations and Theories of Multiculturally Informed Social Work Research	Introduction to foundational theories and approaches to research in social work including critical theories, strength-based perspectives, and multiculturally responsive, theoretical perspectives.	0
1513	SWK-853	Social Work	Health and Human Sciences	Social Work	Quantitative Methods in Social Work	This course will focus on quantitative methods in social work research as an integral part of problem solving and innovating social work practice and college teaching.	0
1514	SWK-854	Social Work	Health and Human Sciences	Social Work	Qualitative Methods in a Multicultural Context	This course introduces doctoral students to the field of qualitative research methods in a multicultural context with a particular focus on the operational issues inherent in conducting qualitative research.	0
1515	SWK-855	Social Work	Health and Human Sciences	Social Work	Quantitative Data Analysis in Social Work	This course includes construction and analysis of data tables, graphs, and charts; interpretation, and application of descriptive and inferential statistics; use of a statistical software program to analyze data.	0
1516	SWK-856	Social Work	Health and Human Sciences	Social Work	Community-Engaged Research in Social Work	Advanced course in approaches, methodology, and methods associated with community-engaged research and inquiry with an emphasis on developing skills in translational research and participatory action research.	0
1517	SWK-885	Social Work	Health and Human Sciences	Social Work	Issues and Trends in Social Work	The purpose of this course is to introduce and critically analyze the current set of Grand Challenges in the social work profession, rethinking them and their relevance to society.	0
1518	TED-506	Teacher Education	School of Education	Teacher Ed/Higher Ed	Institutes in Education	Practicum or workshop experiences to focus on issues, problems, or approaches in the profession.	0
1519	TED-516	Teacher Education	School of Education	Teacher Ed/Higher Ed	Emergent Literacy and Literature	Explores emergent literacy development from birth to age 5 and investigates the role that texts play in young children's development.	0
1520	TED-518	Teacher Education	School of Education	Teacher Ed/Higher Ed	Mathematics in the Elementary Schools	Current mathematics program, including emphasis on meaning theory and on instructional materials, methods, and procedures in teaching fundamental operations.	0
1521	TED-519	Teacher Education	School of Education	Teacher Ed/Higher Ed	Science in the Elementary School	Designing and developing science learning experiences for children in the biological, physical, earth, and space sciences. The nature of elementary school science and children's interests are considered.	0
1522	TED-520	Teacher Education	School of Education	Teacher Ed/Higher Ed	Social Studies in the Elementary School	Designed to help educators gain more complete understanding of elementary school social studies. Special emphasis given to evaluation of the field beginning with the separate subjects approach to correlation, to broad fields, to integration, and separate disciplines approach. Emphasis also given to identification of key skills that help children function intelligently in this field. Development of democratic citizens also a major consideration.	0
1523	TED-523	Teacher Education	School of Education	Teacher Ed/Higher Ed	Legal, Historical, and Cultural Issues in ESL	Exploration of legal and historical bases of English as a Second Language. Analysis of differences among home and school cultures, especially related to language.	0
1524	TED-525	Teacher Education	School of Education	Teacher Ed/Higher Ed	Dual Language Instructional Practice	This course focuses on teaching in a dual language classroom setting including instructional methods as well as a theoretical framework that supports bilingualism and biliteracy practices.	0
1525	TED-530	Teacher Education	School of Education	Teacher Ed/Higher Ed	Middle Grades Language Arts	Course develops competencies in middle grades language arts instruction as related to adolescent learners. Emphases include practical and theoretical attention to best-practices, curriculum, assessment, and standards of practice.	0
1526	TED-535	Teacher Education	School of Education	Teacher Ed/Higher Ed	Literacy in the Content Area	Designed to prepare middle grades, secondary, and special subject or content area teachers to work with students who exhibit a variety of reading and writing levels.	0
1527	TED-545	Teacher Education	School of Education	Teacher Ed/Higher Ed	Human Diversity, Teaching, and Learning	Examines how the multiple identities of race, ethnicity, socioeconomic status, gender, and religion affect the teaching and learning environment. Issues of classroom management for maximum instructional delivery are also included.	0
1528	TED-551	Teacher Education	School of Education	Teacher Ed/Higher Ed	Teaching Practices and Curriculum in English	Designed to acquaint prospective teachers with modern concepts and practices of English instruction in secondary schools; emphasis on teaching four fundamental language arts: speaking, writing, reading, and listening.	0
1529	TED-553	Teacher Education	School of Education	Teacher Ed/Higher Ed	Teaching Practices and Curriculum in Social Studies	Organization of social studies in secondary schools; classroom methods, techniques, and activities; teaching materials; and testing and evaluation.	0
1530	TED-554	Teacher Education	School of Education	Teacher Ed/Higher Ed	Middle Grades Social Studies Education	Examination of candidate competencies in middle grades social studies instruction. Emphases include practical and theoretical attention to curriculum development, planning, resources, standards, instructional strategies, and assessment.	0
1531	TED-558	Teacher Education	School of Education	Teacher Ed/Higher Ed	Middle Grades Mathematics Education	Development of middle grades mathematics instruction as related to adolescent learners. Emphases include practical and theoretical attention to best practices, curriculum, assessment, and standards of practice.	0
1532	TED-559	Teacher Education	School of Education	Teacher Ed/Higher Ed	Teaching Practices and Curriculum in Science	Development of philosophy of science teaching and of attitudes and values relative to science teaching in secondary school. Emphasis on recent curriculum studies in biology, chemistry, physics, and earth-science and the changing approaches to teaching these subjects.	0
1533	TED-560	Teacher Education	School of Education	Teacher Ed/Higher Ed	Middle Grades Science Education	Develops candidate competencies in middle grades science instruction as related to adolescent learners. Emphases include practical and theoretical attention to best practices, curriculum, assessment, and standards of practice.	0
1534	TED-580	Teacher Education	School of Education	Teacher Ed/Higher Ed	Education in Global Settings	The course is designed for students who are interested in exploring education issues through guided study-abroad experiences. Students will participate in field experiences and interact with students and teachers abroad.	0
1535	TED-590	Teacher Education	School of Education	Teacher Ed/Higher Ed	Community Literacies and Adult Learners	This course focuses on working with adult learners, including families of K���12 English learners, who are learning English as an additional language, in both formal and informal settings.	0
1536	TED-603	Teacher Education	School of Education	Teacher Ed/Higher Ed	Literacy Instruction for English Language Learners	Basic knowledge of theory and research in second language acquisition and literacy development and strategies and techniques for effective literacy instruction for English language learners.	0
1537	TED-604	Teacher Education	School of Education	Teacher Ed/Higher Ed	Applied Linguistics for ESL Teachers	Linguistics theories on phonology, morphology, syntax, psycholinguistics and sociolinguistics; basic theories of second language acquisition; and application of the theories and models of applied linguistics in ESL classroom teaching.	0
1538	TED-610	Teacher Education	School of Education	Teacher Ed/Higher Ed	Integrating Technology into Subject Matter Instruction	Study of ways to integrate a variety of computer-based technologies for teaching and learning content in the K-12 curriculum. Designed for classroom teachers, computer teachers, and computer specialties.	0
1539	TED-614	Teacher Education	School of Education	Teacher Ed/Higher Ed	Word Study	Designed to familiarize educators with underlying developmental theories and teaching strategies for word recognition, spelling, and vocabulary development. Special attention given to issues surrounding phonics.	0
1540	TED-616	Teacher Education	School of Education	Teacher Ed/Higher Ed	Literacy Development and Instruction Across the Elementary Grades	Designed to give teachers a deeper understanding of the theories and research behind effective reading instruction for students in the elementary grades.	0
1541	TED-617	Teacher Education	School of Education	Teacher Ed/Higher Ed	Practicum in Literacy Assessment and Instruction	Causes of reading disabilities, diagnostic instruments, standard and informal assessments, report writing, and materials and methods of struggling readers. Work with individual students or small groups identified as struggling readers.	0
1542	TED-617	Teacher Education	School of Education	Teacher Ed/Higher Ed	Advanced Practicum in Literacy Assessment, Instruction, and Leadership	Further examination of struggling readers in a supervised, clinical context. Evaluation of formal and informal assessments, the generation of educational prescriptions, and the directions of assessment procedures.	0
1543	TED-618	Teacher Education	School of Education	Teacher Ed/Higher Ed	Teaching English as a Second Language	Specific instructional methods and strategies to facilitate content area instruction and English language development for students who speak languages other than English.	0
1544	TED-619	Teacher Education	School of Education	Teacher Ed/Higher Ed	Issues and Trends in Literacy Education	Examines contemporary issues in Literacy Education. Special attention to the changing contexts of literacy curricula and instruction.	0
1545	TED-623	Teacher Education	School of Education	Teacher Ed/Higher Ed	Environmental Education	Teachers will design, conduct, and evaluate environmental education activities. Course activities partially fulfill requirements for North Carolina environmental education certification.	0
1546	TED-625	Teacher Education	School of Education	Teacher Ed/Higher Ed	Mathematics in the Elementary School II	Elementary grades mathematics instruction for K-5 learners. Emphasizes practical and theoretical attention to best practices, curriculum, assessment, and standards of practice focusing on Geometry, Data Analysis & Probability, and Measurement.	0
1547	TED-626	Teacher Education	School of Education	Teacher Ed/Higher Ed	Middle Grades Curriculum and Instruction	Curricular and instructional principles, processes, and designs applicable to students in the middle grades. Particular emphasis is given to exemplary middle school programs.	0
1548	TED-628	Teacher Education	School of Education	Teacher Ed/Higher Ed	Trends and Issues in Curriculum and Instruction	Examination of selected current trends and issues in curriculum and instruction, focusing on causes, intentions, and effects of policies at the local, state, and national levels.	0
1549	TED-629	Teacher Education	School of Education	Teacher Ed/Higher Ed	Academic Discourse Communities in Graduate Studies	Examines efficient techniques for evaluating academic research and for developing writing and oral skills in different genres of academic discourses appropriate to disciplinary communities.	0
1550	TED-630	Teacher Education	School of Education	Teacher Ed/Higher Ed	Mathematics Teaching in Middle and Secondary Studies	Examines models of mathematics instruction in middle grades and secondary mathematics classrooms.	0
1551	TED-631	Teacher Education	School of Education	Teacher Ed/Higher Ed	Trends in Teaching Practices and Curriculum in Secondary School Social Studies	Historical development and objectives of social studies curriculum in schools; structure of individual disciplines in social studies, trends and new direction in curriculum, and implications of significant research in social studies curriculum and methodology.	0
1552	TED-632	Teacher Education	School of Education	Teacher Ed/Higher Ed	Science Education: Teaching Practices and Curriculum	Application of reform efforts in the sciences with attention given to eco and social justice perspectives.	0
1553	TED-634	Teacher Education	School of Education	Teacher Ed/Higher Ed	Seminar in Middle Grades Education	Will focus on the unique needs of students and teachers in middle level schools.	0
1554	TED-636	Teacher Education	School of Education	Teacher Ed/Higher Ed	Educational Psychology and Differentiated Instruction	Understanding and applying current theory and research addressing education psychology (child/adolescent development, learning theory and motivation) and differentiated instruction.	0
1555	TED-640	Teacher Education	School of Education	Teacher Ed/Higher Ed	Writing Instruction Across the Grade Levels	Interrelates knowledge, research and practice in teaching writing as a process across grade levels from elementary through secondary levels. Special attention to implementing the writing process across the curriculum.	0
1556	TED-641	Teacher Education	School of Education	Teacher Ed/Higher Ed	Literacy I: Reading Instruction	Course focuses on how children learn to read and write and what classrooms teachers can do to facilitate their growth as readers and writers in the elementary grades.	0
1557	TED-642	Teacher Education	School of Education	Teacher Ed/Higher Ed	Literacy II: Language Arts Instruction	Integrated reading and language arts course designed to prepare students to teach reading and writing in the elementary grades.	0
1558	TED-647	Teacher Education	School of Education	Teacher Ed/Higher Ed	Teaching and Learning in Makerspaces	This course focuses on Making/Makerspace across formal and informal learning contexts. Students will learn a suite of making practices, informed by theoretical lenses grounded in equity and strength-based approaches.	0
1559	TED-648	Teacher Education	School of Education	Teacher Ed/Higher Ed	Design-based Action Research in Education	In this course students in the Design and Making in Education Certificate Program develop and implement a design-based research project to integrate Making into their professional context.	0
1560	TED-650	Teacher Education	School of Education	Teacher Ed/Higher Ed	Establishing and Maintaining a Responsive Classroom Environment	Competencies in motivating and increasing student learning through the development of positive interpersonal relationships in the classroom, effective classroom organization and instruction, and altering unproductive student behavior.	0
1561	TED-651	Teacher Education	School of Education	Teacher Ed/Higher Ed	Life Sciences in the Elementary School	Analysis and expansion of content knowledge and pedagogical content knowledge related to core ideas and crosscutting concepts in earth sciences appropriate for elementary teachers.	0
1562	TED-652	Teacher Education	School of Education	Teacher Ed/Higher Ed	Physical Sciences in the Elementary School	Analysis and expansion of content knowledge and pedagogical content knowledge related to core ideas and crosscutting concepts in earth sciences appropriate for elementary teachers.	0
1563	TED-653	Teacher Education	School of Education	Teacher Ed/Higher Ed	Earth and Space Sciences in the Elementary School	Analysis and expansion of content knowledge and pedagogical content knowledge related to core ideas and crosscutting concepts in earth sciences appropriate for elementary teachers.	0
1564	TED-657	Teacher Education	School of Education	Teacher Ed/Higher Ed	Nature of Science, Technology, and Society	Study of nature of science, encompassing literature from history, philosophy, and sociology of science. Applications of this literature on school science instruction.	0
1565	TED-658	Teacher Education	School of Education	Teacher Ed/Higher Ed	Number Systems and Operations: K-5 Mathematical Tasks	Analysis and construction of effective mathematical tasks in teaching number systems and operations at the K-5 level; attention also given to expansion of content knowledge.	0
1566	TED-659	Teacher Education	School of Education	Teacher Ed/Higher Ed	Rational Numbers and Operations: K-5 Learning Trajectories	Focus on rational number concepts through learning trajectories at the K-5 level; attention also given to problem solving and content knowledge.	0
1567	TED-660	Teacher Education	School of Education	Teacher Ed/Higher Ed	Data Analysis and Measurement: K-5 Classroom Interactions	Focus on statistical literacy of elementary teachers and the teaching of data analysis and measurement to K-5 students; attention also given to learning methods that facilitate appropriate classroom interactions.	1
1568	TED-664	Teacher Education	School of Education	Teacher Ed/Higher Ed	Teaching Problem Solving	Survey of methods and materials for teaching problem solving and evaluating problem solving performance of students. Development of instructional programs on problem solving and assessment of their effects.	0
1569	TED-668	Teacher Education	School of Education	Teacher Ed/Higher Ed	Seminar in Mathematics Pedagogy	Analysis of alternative pedagogy for specific mathematics content, with design of instruction and assessment based on that analysis.	0
1570	TED-669	Teacher Education	School of Education	Teacher Ed/Higher Ed	Educational Implications of Learning and Developmental Theory	How learning and developmental theories define the teacher's role as instructional leader, how curricular materials might be designed and used, and student learning and motivation.	0
1571	TED-670	Teacher Education	School of Education	Teacher Ed/Higher Ed	Research in Mathematics Education	Research in mathematics instruction and learning; attention to synthesizing and identifying educational implications of research.	0
1572	TED-671	Teacher Education	School of Education	Teacher Ed/Higher Ed	Thinking and Learning in Middle Grades and Secondary Mathematics: Number and Algebra	An examination of research on the teaching and learning of number and algebra in middle grades and secondary mathematics classrooms.	0
1573	TED-672	Teacher Education	School of Education	Teacher Ed/Higher Ed	Instructional Design	Components of the systems approach to instructional design.	0
1574	TED-673	Teacher Education	School of Education	Teacher Ed/Higher Ed	Thinking and Learning in Middle Grades and Secondary Mathematics: Geometry, Statistics, and Probabil	An examination of research on the teaching and learning of geometry, statistics, and probability in middle grades and secondary mathematics classrooms.	0
1575	TED-676	Teacher Education	School of Education	Teacher Ed/Higher Ed	Teacher as Researcher and Leader I	Leadership skills for teachers working with school, district, state, and/or national initiatives and issues. Course focuses on inquiry, developing an action research proposal, and practical application of findings.	0
1576	TED-677	Teacher Education	School of Education	Teacher Ed/Higher Ed	Teacher as Researcher and Leader II	Conducting and interpreting a teacher action project investigating curriculum, instruction, teaching, and learning. Course focuses on systematic inquiry, conducting research, practical application of findings, and sharing research in professional settings. May be repeated once for credit.	0
1577	TED-680	Teacher Education	School of Education	Teacher Ed/Higher Ed	Clinical Experience in Teaching	Supervised in-school clinical experience. Required full-time teaching.	0
1578	TED-680	Teacher Education	School of Education	Teacher Ed/Higher Ed	Clinical Experience in Teaching Seminar	Seminar focused on the ways students learn within the classroom and community context.	0
1579	TED-688	Teacher Education	School of Education	Teacher Ed/Higher Ed	Contemporary Problems Seminar	Specific course title identified each semester by a subscript (e.g., Contemporary Problems Seminar; Issues in Professional Negotiations).	0
1580	TED-695	Teacher Education	School of Education	Teacher Ed/Higher Ed	Youth Literacies: Advanced Topics in Education	Examining theory and practice in youth literacies. Pedagogy designed to equip secondary language arts teachers to  teach 21st centuries literacies. Emphasis on media literacies and out-of-school literacies.	0
1581	TED-696	Teacher Education	School of Education	Teacher Ed/Higher Ed	Classroom Language Assessment	An introduction to classroom-based approaches to language assessment for bi-/multi-lingual language learning contexts for in-service and pre-service language teachers.	0
1582	TED-728	Teacher Education	School of Education	Teacher Ed/Higher Ed	Topics in Curriculum and Instruction	Advanced study of special topics in curriculum and teaching.	0
1583	TED-729	Teacher Education	School of Education	Teacher Ed/Higher Ed	Topics in Math and Science Education	This variable-topics course provides an opportunity for advanced study of conceptual or methodological topics in math and science education. Specific course topic identified each semester by an extended title.	0
1584	TED-730	Teacher Education	School of Education	Teacher Ed/Higher Ed	Qualitative Methods in Curriculum and Instruction	Qualitative research design in education, including its history, philosophy and nature. Includes discussion of types of qualitative research, assessment issues, and critical reading of qualitative research.	0
1585	TED-735	Teacher Education	School of Education	Teacher Ed/Higher Ed	Design-Based Research in Education	Overview of design-based research methods including its history and current literature. Topics include research design, data collection, data analysis, and proposed writing for a design-based research study.	0
1586	TED-738	Teacher Education	School of Education	Teacher Ed/Higher Ed	Mixed Methods Research Design in Curriculum and Instruction	Overview of mixed methods research including its history, current literature, and typology. Topics include research design, data collection, data analysis, validity, and proposed writing for a mixed methods study.	1
1587	TED-746	Teacher Education	School of Education	Teacher Ed/Higher Ed	Seminar: Research on Teaching	Competencies in thinking critically about research on teaching with respect to the findings of research and the methodologies for conducting research on teaching.	0
1588	TED-749	Teacher Education	School of Education	Teacher Ed/Higher Ed	Disciplined Inquiry in Teacher Education	Students will learn about various methods for disciplined inquiry in the fields of curriculum and instruction, begin to develop their research interests, and practice critical reading and writing strategies.	0
1589	TED-759	Teacher Education	School of Education	Teacher Ed/Higher Ed	College Teaching Practicum	Supervised experiences in teaching college level course(s).	0
1590	TED-760	Teacher Education	School of Education	Teacher Ed/Higher Ed	Theory in Math and Science Education	Overview of major topics, theories, and influential research programs in math and science education. Students will consider educational research, practice, and policy as well as their intersections.	0
1591	TED-761	Teacher Education	School of Education	Teacher Ed/Higher Ed	Student Reasoning in Math and Science Education	Course will showcase the complexity and power of K-12 students' ways of reasoning in math and science in conjunction with research methods for capturing this reasoning.	0
1592	TED-762	Teacher Education	School of Education	Teacher Ed/Higher Ed	Pedagogy in Math and Science Education	Course will focus on scholarship related to math and science teaching and the development of this expertise, including teacher education for prospective teachers and professional development for practicing teachers.	0
1593	TED-765	Teacher Education	School of Education	Teacher Ed/Higher Ed	Research in Equity Education	Examines the research knowledgebase in equity education and facilitates the design of culturally sensitive studies. Particular emphasis on race/ethnicity, gender, and class issues related to the design of research studies that affirm equity and perpetuate social justice.	0
1594	TED-770	Teacher Education	School of Education	Teacher Ed/Higher Ed	Community Engaged Research and Practice	An in-depth exploration of the history, theory, ethics, research methods, and reporting of community-engaged research with an emphasis on positionality and reflexivity. Research practices in community settings are required.	0
1595	TED-776	Teacher Education	School of Education	Teacher Ed/Higher Ed	Becoming a Scholar in Math and Science Education	Individualized directed doctoral research and participation in a collaborative scholarly community of math and science education researchers, which includes engagement in reading group discussions, research meetings, and research sites.	0
1596	THR-500	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Theatre History I	Specific conditions under which the great plays of the world have been produced. Origins through the late French Renaissance up to the English Restoration.	0
1597	THR-501	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Theatre History II	Specific conditions under which the great plays of the world have been produced. The English Restoration and German Romanticism through Modern and Postmodern movements.	0
1598	THR-502	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Theatre History III	Specific conditions under which the great plays of the world have been produced. I: Origins to Renaissance; II: Early Modern to Realism; III: Modernism to Postmodernism.	0
1599	THR-503	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Period Styles in Performance Design I	Study of period style and how it is used in performance design. First semester: architecture, decor, and fashion from antiquity to Renaissance. Second semester: architecture, decor, and fashion from Renaissance to present.	0
1600	THR-504	Theatre (THR)	College Visual/Performing Arts	School of Theatre	Period Styles in Performance Design II	Study of period style and how it is used in performance design. First semester: architecture, decor, and fashion from antiquity to Renaissance. Second semester: architecture, decor, and fashion from Renaissance to present.	0
1601	THR-505	Theatre (THR)	College Visual/Performing Arts	School of Theatre	American Theatre History	Development of Theatre in America from its beginnings to the present. Includes consideration of theatre artists and companies, audiences, performance spaces, production and business practices, plays, and playwrights.	0
