SCBCRSE_SUBJ_CODE	SUBJ_DESC	SCBCRSE_CRSE_NUMB	College	COLL_DESC	Department	DEPT_DESC	Title	Long_Title	Status	Last_Taught	Schedule_Codes	CIP_Code	Course_Prerequisites	Course_Corequisites	COURSE_DESC
SPA	Spanish	693	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Spc Tpcs Spa Lng and/or Lit	Special Topics in Spanish Language and/or Literature	A	201508	IND; LEC	160905			Study of Hispanic language and literature. Prerequisite: Permission of instructor and Director of Spanish Graduate Study.
SPA	Spanish	695	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Directed Study	Directed Study	A	202001	IND	160905			Directed program of reading or research in an area of special interest in Hispanic studies. Regular conferences with the instructor will be scheduled. Prerequisite: Permission of instructor and Director of Spanish Graduate Study.
SPA	Spanish	699	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Thesis	Thesis	A	202001	DTS	160905			
SPA	Spanish	750X	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Experimental Course	Experimental Course	A		LEC	160905			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
SPA	Spanish	801	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Thesis Extension	Thesis Extension	A	201908	DTS	160905			Thesis Extension.
SPA	Spanish	803	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Research Extension	Research Extension	A	201808	IND	160905			
SSC	Social Science Course	300	AS	College of Arts and Sciences	IDP	Special Programs	Doing Social Sciences	Doing Social Sciences	A	202005	LEC; WEB	240199			Introductory course for the online SPLS Social Sciences major. Topics include epistemology, theory development, research ethics, study design, data collection, and data analysis. Prerequisite: SPLS Social Sciences major; junior or senior standing; or permission of the instructor
SSC	Social Science Course	300X	AS	College of Arts and Sciences	IDP	Special Programs	Experimental Course	Experimental Course	A		LEC	240199			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
SSC	Social Science Course	301	AS	College of Arts and Sciences	IDP	Special Programs	Contemporary Issues-Social Sci	Contemporary Issues in the Social Sciences	A	202001	LEC; WEB	240199			Introductory course for the online SPLS Social Sciences major. Analysis of a single contemporary issue using each of the academic disciplines in the SPLS Social Science concentration. Prerequisite: SPLS Social Sciences major; junior or senior standing; or permission of the instructor
SSC	Social Science Course	350	AS	College of Arts and Sciences	IDP	Special Programs	Inequality in a Changing World	Inequality in a Changing World	A	202001	LEC; WEB	450101	 SSC 300[D-] and SSC 301[D-]		This course introduces major schools of social science theory from several areas of study and applies them to the study and explanation of domestic and global inequality. Prerequisite: SSC 300; SSC 301; 12 s.h. in residence at UNCG (can include SSC 300 and SSC 301); SPLS major with a concentration in Social Sciences
SSC	Social Science Course	400	AS	College of Arts and Sciences	IDP	Special Programs	Senior Sem in Social Sciences	Senior Seminar in the Social Sciences	A	202001	LEC; WEB	240199	 SSC 300[D-] and SSC 301[D-]		Capstone seminar for students pursuing the SPLS Social Science concentration. Prerequisite: SPLS Social Sciences major; senior standing; SSC 300 and SSC 301; and permission of the instructor
SSC	Social Science Course	400X	AS	College of Arts and Sciences	IDP	Special Programs	Experimental Course	Experimental Course	A		LEC	240199			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
SSC	Social Science Course	401	AS	College of Arts and Sciences	IDP	Special Programs	Individual Study Soc Sciences	Individual Study in the Social Sciences	A	201705	IND	459999	 SSC 300[D-] and SSC 301[D-]		Directed program of reading and/or research in the Social Sciences. The credits can be used to fulfill either "distribution" or "area of emphasis" requirements. Prerequisite: SSC 300 and SSC 301; permission of instructor and program director; Notes: May be repeated once for credit, for up to 6 s.h.
STA	Statistics	108	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Elemntry Intro Probablty Stats	Elementary Introduction to Probability and Statistics	A	202005	LEC	270101	 		Survey of statistics intended for undergraduates in any discipline. Graphical displays, numerical measures, relationships between variables, elements of good data collection. Basic probability, introduction to inferential techniques including confidence intervals and significance testing. Emphasis on statistical literacy. Notes: May not be taken for credit by students who have received credit for ECO 250 or ECO 350 or who are concurrently enrolled in ECO 250; Students may not earn credit for both RCO 114 and STA 108.
STA	Statistics	271	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Fundmntl Concepts of Statistcs	Fundamental Concepts of Statistics	A	202005	LEC	270501	 MAT 115[C] or MAT 150[C] or MAT 151[C] or MAT 190[C] or MAT 191[C] or STA 108[C]		Survey of basic descriptive and inferential statistics. Graphs and descriptive measures, simple linear regression and correlation, data collection, basic probability and probability models, interval estimation and significance testing, analysis of variance, use of statistical software. An appropriate preparation for more advanced statistics courses in any discipline.  Prerequisite: Minimum grade of C in MAT 115 or MAT 150 or MAT 151 or MAT 190 or MAT 191 or STA 108; or permission of department.
STA	Statistics	290	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Intro Probability Stats Infrnc	Introduction to Probability and Statistical Inference	A	202001	LEC	270501	 MAT 292[C] or MAT 292[]		Introduction to probability models and statistical inference. Descriptive statistics, basic probability laws, discrete and continuous probability models, sampling distributions, central limit theorem, estimation, hypothesis testing, simple regression, and correlation. Prerequisite: Minimum grade of C (2.0) or concurrent registration in MAT 292; or permission of instructor 
STA	Statistics	300X	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Experimental Course	Experimental Course	A		LEC	270501			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
STA	Statistics	301	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Statistical Methods	Statistical Methods	A	201908	LEC	270502	 STA 271[C] or STA 290[C]		Two-group comparisons, simple and multiple regression, one and two factor ANOVA, categorical data analysis, nonparametric methods. Prerequisite: Minimum grade of C (2.0) in either STA 271 or STA 290; or permission of instructor
STA	Statistics	352	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Statistical Inference	Statistical Inference	A	202001	LEC	270501	 STA 290[C]		Descriptive and inferential statistics. Emphasis on sampling distributions; theory of estimation and tests of hypotheses, linear hypothesis theory, regression, correlation and analysis of variance. Prerequisite: Grade of at least C in STA 290 or permission of instructor 
STA	Statistics	382	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Intro to Sampling Methods	Introduction to Sampling Methods	A	201908	LEC	270501	 STA 291[C] or STA 301[C]		Designing survey instruments; estimation of population mean, total, and proportion using simple random, stratified, systematic, and cluster sampling; other sampling techniques such as pps sampling and randomized response methods. Prerequisite: Minimum grade of C (2.0) in STA 301; or permission of instructor 
STA	Statistics	400X	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Experimental Course	Experimental Course	A		LEC	270501			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
STA	Statistics	431	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Introduction to Probability	Introduction to Probability	A	201908	LEC	270503	 STA 290[C] or MAT 293[C]		Events and probabilities (sample spaces), dependent and independent events, random variables and probability distribution, expectation, moment generating functions, multivariate normal distribution, sampling distributions. Prerequisite: Grade of at least C in STA 290 and MAT 293 or permission of instructor
STA	Statistics	432	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Intro Mathematical Statistics	Introduction to Mathematical Statistics	A	202001	LEC	270503	 STA 551[C] or STA 551[C]		Point estimation, hypothesis testing, confidence intervals, correlation and regression, small sample distributions. Prerequisite: Grade of at least C in STA 431 or permission of instructor
STA	Statistics	435	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Theory Linear Regression	Theory of Linear Regression	A		LEC	270503	 STA 352[C] and MAT 310[C] or STA 662[C]		Linear regression, least squares, inference, hypothesis testing, matrix approach to multiple regression. Estimation, Gauss-Markov Theorem, confidence bounds, model testing, analysis of residuals, polynomial regression, indicator variables. Prerequisite: Grade of at least C in STA 352 and MAT 310, or STA 662, or permission of instructor
STA	Statistics	440	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	SAS System Statistical Anlysis	SAS System for Statistical Analysis	A	201908	LEC	270503	 STA 271[D-] and STA 290[D-]		Creating, importing, and working with SAS data sets. Using SAS procedures for elementary statistical analysis, graphical displays, and report generation. Prerequisite: STA 271 or STA 290 or similar introductory statistics course
STA	Statistics	442	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Statistical Computing	Statistical Computing	A	201908	LEC	270503	 (STA 291[C] or STA 301[C]) or (STA 580[C] or STA 580[C])		Statistical methods requiring significant computing or specialized software. Simulation, randomization, bootstrap, Monte Carlo techniques; numerical optimization. Extensive computer programming involved. This course does not cover the use of statistical software packages. Prerequisite: Minimum grade of C (2.0) in STA 301; knowledge of a scientific programming language
STA	Statistics	445	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Nonparametric Statistics	Nonparametric Statistics	A	201908	LEC	270503	 STA 352[C] or (STA 572[C] or STA 572[C]) or STA 662[C]		Introduction to nonparametric statistical methods for the analysis of qualitative and rank data. Binomial test, sign test, tests based on ranks, nonparametric analysis of variance, nonparametric correlation and measures of association. Prerequisite: Grade of at least C in STA 352 or STA 662; or permission of instructor
STA	Statistics	465	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Analysis of Survival Data	Analysis of Survival Data	A		LEC	270503	 (STA 291[D-] or STA 301[D-]) or STA 352[D-]		Methods for comparing time-to-event data, including parametric and nonparametric procedures for censored or truncated data, regression model diagnostics, group comparisons, and the use of relevant statistical computing packages. Prerequisite: STA 301 or STA 352; or permission of instructor.
STA	Statistics	481	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Intro to Design of Experiments	Introduction to Design of Experiments	A	201901	LEC	270501	 STA 291[C] or STA 301[C]		Planning and analysis of experimental and observational studies. Completely randomized, blocked, split-plot, and repeated measures designs. Factorial arrangements and interaction. Power and sample size calculation.  Prerequisite: Minimum grade of C (2.0) in STA 301; or permission of instructor.
STA	Statistics	482	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Intro to Time Series Models	Introduction to Time Series Models	A	202001	LEC	270501	 STA 352[D-]		Estimation/removal of trend and seasonality, introduction to stationary stochastic processes, fitting ARMA/ARIMA models, forecasting techniques, miscellaneous topics, and introduction to a time series modeling software package.  Prerequisite: STA 352 or permission of instructor.
STA	Statistics	491	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Actuarial Exam Prep Seminar	Actuarial Exam Preparation Seminar	A	202001	LEC	279999	 (STA 551[D-] or STA 551[C]) or (MAT 585[D-] or MAT 585[C]) or STA 687[C]		Topics vary according to interest and demand. Intended to help prepare for the P/1, FM/2, or MLC exam. Prerequisite: STA 431 or STA 687 or permission of instructor; Notes: One credit maximum; May be repeated; Grade: Pass/Not Pass (P/NP).
STA	Statistics	493	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Directed Study in Statistics	Directed Study in Statistics	A		IND	270503			
STA	Statistics	494	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Directed Study in Statistics	Directed Study in Statistics	A		IND	270503			
STA	Statistics	571	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Statistical Methods Research I	Statistical Methods for Research I	A	200605	LEC	270503		 	Introduction to statistical concepts. Basic probability, random variables, the binomial, normal and student's t distributions, hypothesis tests, confidence intervals, chi-square tests, introduction to regression, and analysis of variance. Notes: Hours do not count toward degree requirements for a mathematics major.
STA	Statistics	572	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Statistical Mthds Research II	Statistical Methods for Research II	A	200201	LEC	270503	 (STA 571[D-] or STA 571[C])	 	Statistical methodology in research and use of statistical software. Regression, confidence intervals, hypothesis testing, design and analysis of experiments, one-and two-factor analysis of variance, multiple comparisons, hypothesis tests. Prerequisite: STA 571 or permission of instructor.
STA	Statistics	593	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Directed Study in Statistics	Directed Study in Statistics	A	201808	IND	270503			
STA	Statistics	600X	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Experimental Course	Experimental Course	A		LEC	270501			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
STA	Statistics	631	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Introduction to Probability	Introduction to Probability	A	201908	LEC	270503	 STA 290[C] or MAT 293[C]		Events and probabilities (sample spaces), dependent and independent events, random variables and probability distribution, expectation, moment generating functions, multivariate normal distribution, sampling distributions. Prerequisite: Grade of at least C in STA 290 and MAT 293 or permission of instructor
STA	Statistics	632	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Intro Mathematical Statistics	Introduction to Mathematical Statistics	A	202001	LEC	270503	 STA 551[C] or STA 551[C]		Point estimation, hypothesis testing, confidence intervals, correlation and regression, small sample distributions. Prerequisite: Grade of at least C in STA 551 or permission of instructor
STA	Statistics	635	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Theory Linear Regression	Theory of Linear Regression	A		LEC	270503	 STA 352[C] and MAT 310[C] or STA 662[C]		Linear regression, least squares, inference, hypothesis testing, matrix approach to multiple regression. Estimation, Gauss-Markov Theorem, confidence bounds, model testing, analysis of residuals, polynomial regression, indicator variables. Prerequisite: Grade of at least C in STA 352 and MAT 310, or STA 662, or permission of instructor
STA	Statistics	640	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	SAS System Statistical Anlysis	SAS System for Statistical Analysis	A	201908	LEC	270503	 STA 271[D-] and STA 290[D-]		Creating, importing, and working with SAS data sets. Using SAS procedures for elementary statistical analysis, graphical displays, and report generation. Prerequisite: STA 271 or STA 290 or similar introductory statistics course
STA	Statistics	642	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Statistical Computing	Statistical Computing	A	201908	LEC	270503	 (STA 291[C] or STA 301[C]) or (STA 580[C] or STA 580[C])		Statistical methods requiring significant computing or specialized software. Simulation, randomization, bootstrap, Monte Carlo techniques; numerical optimization. Extensive computer programming involved. This course does not cover the use of statistical software packages. Prerequisite: Minimum grade of C (2.0) in STA 301; knowledge of a scientific programming language
STA	Statistics	645	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Nonparametric Statistics	Nonparametric Statistics	A	201908	LEC	270503	 STA 352[C] or (STA 572[C] or STA 572[C]) or STA 662[C]		Introduction to nonparametric statistical methods for the analysis of qualitative and rank data. Binomial test, sign test, tests based on ranks, nonparametric analysis of variance, nonparametric correlation and measures of association. Prerequisite: Grade of at least C in STA 352 or STA 662; or permission of instructor
STA	Statistics	651	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Mathematical Statistics	Mathematical Statistics	A	201908	LEC	270503	 		Requisite mathematics; distribution and integration with respect to a distribution. Theory of random variable and probability distributions. Sampling distributions, statistical estimation, and tests of significance. Random processes. Numerical examples. Prerequisite: STA 352 and either MAT 394 or MAT 395 or MAT 595.
STA	Statistics	652	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Mathematical Statistics	Mathematical Statistics	A	202001	LEC	270503	 		Requisite mathematics; distribution and integration with respect to a distribution. Theory of random variable and probability distributions. Sampling distributions, statistical estimation, and tests of significance. Random processes. Numerical examples. Prerequisite: STA 352 and either MAT 394 or MAT 395 or MAT 595.
STA	Statistics	655	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Applied Probability Models	Applied Probability Models	A	201808	LEC	270502	 STA 551[C]		An introduction to Markov chains, Poisson processes, renewal processes, Brownian motion, and survival models. Examples drawn from applied field such as engineering, management, finance, and sciences. Prerequisite: STA 551, or permission of instructor.
STA	Statistics	661	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Adv Sts Beh,Bio Sci I	Advanced Statistics in the Behavioral and Biological Sciences I	A	201908	LEC	270503	 	 	Statistical techniques and design considerations for controlled experiments and observational studies. Exploratory data analysis, elementary probability theory, principles of statistical inference, contingency tables, one-way ANOVA, bivariate regression and correlation. Prerequisite: STA 271 or an equivalent introductory statistics course.
STA	Statistics	662	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Adv Sts Beh,Bio Sci II	Advanced Statistics in the Behavioral and Biological Sciences II	A	202001	LEC	270503	 	 	Continuation of STA 661. Multiple regression and correlation, analysis of covariance, factorial ANOVAs, randomized block designs, multiple comparisons, split-plot designs, repeated measures. Prerequisite: STA 661 or permission of instructor.
STA	Statistics	665	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Analysis of Survival Data	Analysis of Survival Data	A		LEC	270503	 (STA 291[D-] or STA 301[D-]) or STA 352[D-]		Methods for comparing time-to-event data, including parametric and nonparametric procedures for censored or truncated data, regression model diagnostics, group comparisons, and the use of relevant statistical computing packages. Prerequisite: STA 301 or STA 352; or permission of instructor.
STA	Statistics	667	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Statistical Consulting	Statistical Consulting	A	202001	IND	270503			Statistical consultation on a doctoral or master's research. Access to the Statistical Consulting Center. Students are required to attend the initial class meeting during the beginning of the semester. Prerequisite: Permission of instructor; Notes: Credit is not applicable to a graduate plan of study; Grade: Satisfactory/Unsatisfactory (S/U).
STA	Statistics	668	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Consulting Experience	Consulting Experience	A	202001	PRC	270503	 		Development of consulting skills through reading and discussion of literature on statistical consulting and participation in statistical consulting sessions. Prerequisite: STA 662 or permission of instructor; Notes: Grade: Satisfactory/Unsatisfactory (S/U).
STA	Statistics	670	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Categorical Data Analysis	Categorical Data Analysis	A	202001	LEC	270503	 		Methods for analyzing dichotomous, multinomial and ordinal responses. Measures of association; inference for proportions and contingency tables; generalized linear models including logistic regression and loglinear models. Prerequisite: STA 662 or permission of instructor.
STA	Statistics	671	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Multivariate Analysis	Multivariate Analysis	A	201901	LEC	130603	 		Multivariate normal distribution. Cluster analysis, discriminant analysis, canonical correlation, principal component analysis, factor analysis, multivariate analysis of variance. Use and interpretation of relevant statistical software. Prerequisite: ERM 680 and ERM 681, or STA 573, or STA 662, or permission of instructor.
STA	Statistics	673	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Statistical Linear Models I	Statistical Linear Models I	A	201908	LEC	270503	 		Abstract vector spaces, inner product spaces, projections, the Spectral Theorem, least squares, multiple regression, ANOVA, multiple comparisons, data analysis. Prerequisite: STA 352 and MAT 310 or permission of instructor.
STA	Statistics	674	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Statistical Linear Models II	Statistical Linear Models II	A	202001	LEC	270503	 		Abstract vector spaces, inner product spaces, projections, the Spectral Theorem, least squares, multiple regression, ANOVA, multiple comparisons, data analysis. Prerequisite: STA 352 and MAT 310 or permission of instructor.
STA	Statistics	675	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Advanced Experimental Design	Advanced Experimental Design	A	201901	LEC	270503	 		Topics include factorials and fractional factorials, incomplete block designs, split-plot and repeated measures, random and mixed effects models, crossover designs, response surface designs, power analysis. Prerequisite: STA 662 or permission of instructor.
STA	Statistics	676	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Sample Survey Methods	Sample Survey Methods	A	201908	LEC	270503	 		Survey methods for students from any discipline. Random, stratified, cluster, multi-stage and other sampling schemes. Estimation of population means, variances, and proportions. Questionnaire design and analysis. Prerequisite: STA 352 or STA 572 or STA 662 or permission of instructor.
STA	Statistics	677	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Advanced Topics Data Analysis	Advanced Topics in Data Analysis and Quantitative Methods	A	201708	LEC	270503	 		Topics vary according to interest and demand. Quantitative methods not normally covered in detail in other statistics courses. Topics may be selected from psychometrics, econometrics, biometrics, sociometrics, quantitative epidemiology. Prerequisite: STA 662.
STA	Statistics	682	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Theory of Time Series	Theory of Time Series	A	202001	LEC	270503	 STA 551[C] or STA 651[C]		Examples of time series; objectives in time series modeling; theory and applications of linear and non-linear time series models; ARMA/ARIMA/ARCH/GARCH models; time series modeling using computer packages. Prerequisite: STA 551 or STA 651, or permission of instructor.
STA	Statistics	690	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Graduate Seminar	Graduate Seminar	A	202001	LEC; SEM	270503	 		Development of presentation skills through reading, discussions, and presentation of current research topics in applied statistics. Prerequisite: STA 662 or permission of instructor; Notes: Grade: Satisfactory/Unsatisfactory (S/U).
STA	Statistics	691	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Actuarial Exam Prep Seminar	Actuarial Exam Preparation Seminar	A	202001	LEC	279999	 (STA 551[D-] or STA 551[C]) or (MAT 585[D-] or MAT 585[C]) or STA 687[C]		Topics vary according to interest and demand. Intended to help prepare for the P/1, FM/2, or MLC exam. Prerequisite: STA 551 or STA 687 or permission of instructor; Notes: One credit maximum; May be repeated; Grade: Pass/Not Pass (P/NP).
STA	Statistics	698	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Project in Statistics	Project in Statistics	A	202001	IND	270503			Directed research project in statistics. Prerequisite: Permission of instructor; Notes: Grade: Satisfactory/Unsatisfactory (S/U).
STA	Statistics	699	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Thesis	Thesis	A	201805	DTS	270503			
STA	Statistics	701	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Sem in Computational Stats	Seminar in Computational Statistics	A	201901	SEM	270503	 (STA 651[C] and STA 652[C]) or STA 676[C]		Readings from the literature in Computational Statistics. Prerequisite: Either STA 651, and STA 652; or STA 676; or permission of instructor; Notes: May be repeated up to 9 hours as topics vary.
STA	Statistics	703	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Tpcs in High Dmnsnl Data Anlys	Topics in High Dimensional Data Analysis	A	202001	LEC	270101	 STA 562[C] and STA 673[C]	STA 674	Advanced study in special topics in statistical data analysis with large scale data sets. The course may be repeated up to 9 hours as topics vary. Prerequisite: STA 562, STA 673, or permission of instructor; Corequisite: STA 674.
STA	Statistics	709	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Topics in Computatnl Stats	Topics in Computational Statistics	A	202001	LEC	270503	 STA 552[C] or STA 652[C]		Advanced study in special topics in Computational Statistics. Prerequisite: STA 552 or STA 652 or permission of instructor; Notes: May be repeated for credit.
STA	Statistics	750X	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Experimental Course	Experimental Course	A		LEC	270501			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
STA	Statistics	801	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Thesis Extension	Thesis Extension	A	201805	DTS	270503			Thesis Extension.
STA	Statistics	803	AS	College of Arts and Sciences	MTH	Mathematics and Statistics	Grad Resrch Proj Ext	Research Extension	A	201805	IND	270503			
STH	Sustainable Tourism/Hosptlty	200	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Intro to Sustainable Develpmnt	Introduction to Sustainable Development	A	202005	LEC	520901			Explores the social, environmental, and economic dimensions of sustainable development; introduces sustainable development concepts and challenges; prepares students for the application of these concepts in functional business topics. 
STH	Sustainable Tourism/Hosptlty	201	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Corprt Socl Rspnsblty/Chng Mgt	Corporate Social Responsibility and Change Management	A	201608	LEC	520901			Students explore how stakeholders define, measure, and assign value to corporate efforts in social responsibility. Skill development in managing change and innovation, stakeholder partnerships, social media, and volunteerism.
STH	Sustainable Tourism/Hosptlty	231	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Tourism, Cultures, and Places	Tourism, Cultures, and Places	A	202001	LEC	520901			A study of tourism as a vehicle for increasing understanding of cultural differences and spatial interaction within and between different ethnic, linguistic, and religious groups across the world.
STH	Sustainable Tourism/Hosptlty	251	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Muticltrl Iss Hosptlty Tourism	Multicultural Issues in Hospitality and Tourism	A	201908	LEC	520901			Multicultural and global issues in hospitality and tourism. Historical, socioeconomic, cultural, and linguistic variables impacting tourism and hospitality marketing, operations, and human resources. Study of selected Western and non-Western cultures. 
STH	Sustainable Tourism/Hosptlty	300X	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Experimental Course	Experimental Course	A		LEC	520901			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
STH	Sustainable Tourism/Hosptlty	310	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Hotel Operations	Hotel Operations	A	201908	LEC	520901	 ACC 201[D-]		Exploration of hotel management from a sustainability perspective. Topics include revenue-management, forecasting, budgeting, measuring operational and employee performance, ethics, and property management technology. Prerequisite: ACC 201.
STH	Sustainable Tourism/Hosptlty	311	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Sustainable Food and Beverage	Sustainable Food and Beverage	A	202001	LEC	520901			Explores the evolution of food and beverage as a commodity; ethical issues of industrializing and globalizing foodservice systems; strategies for successfully incorporating sustainability and ecogastronomy into commercial food and beverage operations.
STH	Sustainable Tourism/Hosptlty	312	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Greening Hotel Facilities	Greening Hotel Facilities	A	201808	LEC	520901	 		Focuses on the how and why of matching facility design to operational goals. Students learn to communicate functional goals from an operator's viewpoint to design and engineering professionals.
STH	Sustainable Tourism/Hosptlty	313	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Revenue Management	Revenue Management	A	202001	LEC	520901	 MAT 115[D-] and ECO 201[D-]		Applies economic principles of demand and supply to sustainable hotel and resort revenue management; addressing sources of revenue, inventory control, pricing decisions, customer relationships, and strategic partnerships. Prerequisite: ECO 201, MAT 115 or higher.
STH	Sustainable Tourism/Hosptlty	331	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Sustnble Tourism / Transprtatn	Sustainable Tourism and Transportation	A	202001	LEC	520901			Explores transportation networks utilized by the global tourism sector; their social, economic, and environmental dimensions, associated trends, associated negative impacts and resource usage, and opportunities for planning sustainable transportation networks. Notes: Same as GES 331.
STH	Sustainable Tourism/Hosptlty	332	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Sustnble Destntn Planning Mgmt	Sustainable Destination Planning and Management	A	201908	LEC	520903	 		Introduction to the management of sustainable tourism destinations. Students will be exposed to the entire destination management process including basic concepts, planning, development, management, and marketing of sustainable tourism. 
STH	Sustainable Tourism/Hosptlty	338	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Global Franchising	Global Franchising	A	201808	LEC	520701	 ACC 201[D-] or ENT 200[D-] or FIN 200[D-]		This course introduces the student to opportunities in franchising including becoming a franchisee or franchisor. Prerequisite: ACC 201 or ENT 200/FIN 200; Note: Same as ENT 338, BUS 338.
STH	Sustainable Tourism/Hosptlty	354	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Restaurant Entrepreneurship	Restaurant Entrepreneurship	A	201908	LEC	520901			Students will explore the role of entrepreneurship in the hospitality and tourism industry, determine risks and rewards of self-employment, and develop business concepts based on the hospitality and/or tourism skill set. Prerequisite: Junior or senior standing; Note: Same as ENT 354.
STH	Sustainable Tourism/Hosptlty	400X	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Experimental Course	Experimental Course	A		LEC	520901			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
STH	Sustainable Tourism/Hosptlty	401	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Hotel/Travel Srvc Sales Mrktng	Hotel and Travel Services Sales and Marketing	A	201901	LEC	520901	 STH 332[D-] or MKT 320[D-]		Explores marketing of tourism and hospitality services with an emphasis on matching tourism and hospitality products to visitor demand, while achieving organizational sustainability objectives. Prerequisite: STH 332 or MKT 320.
STH	Sustainable Tourism/Hosptlty	417	BE	Sch of Business and Economics	MRK	MRK/ENT/HTM	Internship in HTM	Internship in Hospitality and Tourism Management	A	201701	INT	520901			This internship enables STHP students to gain valuable work experience within the hospitality industry. 480 supervised clock hours required for completion of this 12-credit course. Prerequisite: STHP major.
